date,ticker,MarketCap,EnterpriseValue,PeRatio,ForwardPeRatio,PegRatio,PsRatio,PbRatio,EnterprisesValueRevenueRatio,EnterprisesValueEBITDARatio
12/31/2002,MSFT,"276,630,810,056","233,206,810,056",29.713,,,9.228,4.956,,
11/30/2002,MSFT,"308,383,228,616","267,908,228,616",34.333,,,10.629,5.762,,
10/31/2002,MSFT,"285,874,674,655","245,399,674,655",31.827,,,9.854,5.342,,
09/30/2002,MSFT,"233,853,717,401","193,378,717,401",26.036,,,8.061,4.37,,
08/31/2002,MSFT,"263,988,895,545","225,336,895,545",34.809,,,9.608,5.059,,
07/31/2002,MSFT,"258,072,274,006","219,420,274,006",34.028,,,9.393,4.946,,
06/30/2002,MSFT,"293,137,300,000","254,444,300,000",47.982,,,10.994,5.398,,
05/31/2002,MSFT,"275,701,208,704","237,008,208,704",44.658,,,10.232,5.077,,
04/30/2002,MSFT,"283,012,083,419","244,319,083,419",45.842,,,10.503,5.212,,
03/31/2002,MSFT,"326,606,558,573","288,377,558,573",55.33,,,12.509,6.336,,
02/28/2002,MSFT,"315,924,041,795","277,695,041,795",53.523,,,12.101,6.129,,
01/31/2002,MSFT,"345,003,783,044","306,774,783,044",58.45,,,13.214,6.693,,
12/31/2001,MSFT,"358,056,810,000","319,827,810,000",60.798,,,13.745,6.946,,
11/30/2001,MSFT,"345,819,235,124","309,656,235,124",55.835,,,13.956,7.13,,
10/31/2001,MSFT,"313,181,568,641","277,018,568,641",50.565,,,12.639,6.457,,
09/30/2001,MSFT,"275,589,008,897","243,989,008,897",37.08,,,11.275,5.828,,
08/31/2001,MSFT,"307,100,150,000","275,500,150,000",41.341,,,12.571,6.494,,
07/31/2001,MSFT,"356,300,770,000","324,700,770,000",47.964,,,14.585,7.535,,
06/30/2001,MSFT,"392,959,000,000","362,941,000,000",40.556,,,16.485,8.171,,
05/31/2001,MSFT,"372,333,809,857","342,315,809,857",38.433,,,15.622,7.742,,
04/30/2001,MSFT,"364,637,404,131","334,619,404,131",37.639,,,15.299,7.582,,
03/31/2001,MSFT,"291,815,168,000","264,926,168,000",30.552,,,12.741,6.286,,
02/28/2001,MSFT,"314,788,060,976","287,899,060,976",32.961,,,13.746,6.781,,
01/31/2001,MSFT,"325,800,307,719","298,911,307,719",34.114,,,14.227,7.018,,
12/31/2000,MSFT,"230,803,696,000","206,092,696,000",24.645,,,10.288,5.09,,
11/30/2000,MSFT,"305,948,220,727","281,237,220,727",32.6,,,13.609,6.747,,
10/31/2000,MSFT,"367,270,106,853","342,559,106,853",39.134,,,16.336,8.1,,
09/30/2000,MSFT,"320,629,224,000","296,831,224,000",35.479,,,14.545,7.751,,
08/31/2000,MSFT,"368,827,362,000","345,029,362,000",41.067,,,16.836,8.916,,
07/31/2000,MSFT,"368,827,362,000","345,029,362,000",41.067,,,16.836,8.916,,
